confirmationNo,Latitude,Longitude,formattedAddress,Original FSA,New FSA
2107466,49.9282024,-97.1141181,"36 Smithfield Ave, Winnipeg, MB R2V 0B6, Canada",R2V,R2W
2110684,49.8719896,-97.1489951,"630 Corydon Ave, Winnipeg, MB R3M 0X7, Canada",R3J,R3L
2111714,49.8992608,-97.1585881,"688 Rte 70, Winnipeg, MB R3B 2X1, Canada",R3B,R3E
2111767,49.8906585,-97.1939178,"1340 St Matthews Ave, Winnipeg, MB R3G 3P7, Canada",R3C,R3G
2111974,49.9692874,-98.7803906,"150 Fox St, MacGregor, MB R0H 0R0, Canada",R0J,R0H
2112434,49.9482607,-97.1306588,"561 Leila Ave, Winnipeg, MB R2V 3M8, Canada",R3L,R2V
2115286,49.9482607,-97.1306588,"561 Leila Ave, Winnipeg, MB R2V 3M8, Canada",R3L,R2V
2116038,49.8731503,-97.1542652,"277 Wellington Crescent, Winnipeg, MB R3M 3V7, Canada",R3H,R3M
2118660,49.814471,-97.2225333,"2585 McGillivray Blvd, Oak Bluff, MB R0G 1N0, Canada",R0G,R3P
2118797,49.865473,-97.1814989,"1370 Grosvenor Ave, Winnipeg, MB R3M 0P2, Canada",R3M,R3N
2122079,49.8785925,-97.2726993,"2727 Portage Ave, Winnipeg, MB R3J 0R2, Canada",R2Y,R3J
2122919,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
2123971,49.5328489,-98.5576119,"134 Notre Dame Ave, Notre Dame de Lourdes, MB R0G 1M0, Canada",R1N,R0G
2124365,49.8111959,-97.1325081,"190 Dysart Rd, Winnipeg, MB R3T 2M8, Canada",R3M,R3T
2124391,49.8981231,-97.2850078,"81 Quail Ridge Rd, Winnipeg, MB R2Y 2A9, Canada",R0A,R2Y
2125097,49.8060447,-97.0680369,"1447 St Anne's Rd, Winnipeg, MB R2N 4J5, Canada",R2N,R3X
2126433,49.8607634,-97.1853088,"621 Waterloo St, Winnipeg, MB R3N 0T2, Canada",R2N,R3N
2126642,49.9183004,-97.2119707,"2055 Notre Dame Ave, Winnipeg, MB R3H 0J8, Canada",R3H,R2R
2128744,49.9320338,-97.1924065,"1664 Manitoba Ave, Winnipeg, MB R2X 0M2, Canada",R3X,R2X
2130000,49.9081884,-97.1037412,"Southbound Watt at Tweed, Winnipeg, MB R2L 0V8, Canada",R3B,R2L
2130275,49.8846081,-97.3058409,"151 Freemont Bay, Winnipeg, MB R2Y 1H4, Canada",R2Y,R3K
2131988,49.8394654,-99.9644282,"653 20th St, Brandon, MB R7B 1M2, Canada",R7B,R7A
2133602,49.8379727,-97.1221653,"11 Wakefield Bay, Winnipeg, MB R2M 2B5, Canada",R3E,R2M
2133991,49.8512535,-97.3198091,"71 Dale Blvd, Winnipeg, MB R3R 1X7, Canada",R3B,R3R
2136077,49.9718957,-98.2897803,"105 Duke Ave, Portage la Prairie, MB R1N 0S5, Canada",R2X,R1N
2136261,49.9183004,-97.2119707,"2055 Notre Dame Ave, Winnipeg, MB R3H 0J8, Canada",R3H,R2R
2136491,49.7954229,-97.0969026,"100 Ed Spencer Dr, Winnipeg, MB R2N 4G3, Canada",R3B,R2N
2136613,49.9544024,-97.1474722,"2260 McPhillips St, Winnipeg, MB R2V 4W1, Canada",R2V,R2P
